1,0.001000806,0.006234571
2,0.001000817,0.006234542
3,0.001000828,0.006234513
4,0.001000839,0.006234484
5,0.00100085,0.006234455
6,0.001000861,0.006234426
7,0.001000872,0.006234397
8,0.001000883,0.006234368
9,0.001000894,0.006234339
10,0.001000906,0.00623431
11,0.001000917,0.006234281
12,0.001000928,0.006234252
13,0.001000939,0.006234223
14,0.00100095,0.006234194
15,0.001000961,0.006234165
16,0.001000972,0.006234136
17,0.001000983,0.006234107
18,0.001000994,0.006234078
19,0.001001005,0.006234049
20,0.001001016,0.00623402
21,0.001001028,0.006233991
22,0.001001039,0.006233962
23,0.00100105,0.006233933
24,0.001001061,0.006233904
25,0.001001072,0.006233875
26,0.001001083,0.006233846
27,0.001001094,0.006233817
28,0.001001105,0.006233788
29,0.001001116,0.006233759
30,0.001001127,0.00623373
31,0.001001138,0.006233701
32,0.001001149,0.006233672
33,0.001001161,0.006233643
34,0.001001172,0.006233614
35,0.001001183,0.006233585
36,0.001001194,0.006233556
37,0.001001205,0.006233527
38,0.001001216,0.006233498
39,0.001001227,0.006233469
40,0.001001238,0.00623344
41,0.001001249,0.006233411
42,0.00100126,0.006233382
43,0.001001271,0.006233353
44,0.001001282,0.006233324
45,0.001001294,0.006233295
46,0.001001305,0.006233266
47,0.001001316,0.006233237
48,0.001001327,0.006233208
49,0.001001338,0.006233179
50,0.001001349,0.00623315
